Ticker,Year,YoY_Close_Category,Tone_Label_Prob,Negative_Prob,Neutral_Prob,Positive_Prob
BOLT,2024,positive,negative,0.7824059724807739,0.09945162385702133,0.11814241856336594
BPTR,2024,neutral,negative,0.9994930028915405,0.0001396846491843462,0.00036738006747327745
BRAM,2024,neutral,negative,0.8007071614265442,0.003823063336312771,0.19546978175640106
BRMS,2024,positive,neutral,0.16152647137641907,0.7778900861740112,0.06058346852660179
BRNA,2024,neutral,negative,0.9973421692848206,0.00016689629410393536,0.002490868093445897
BRPT,2024,positive,negative,0.9958875775337219,0.0009587212116457522,0.0031536631286144257
BSDE,2024,negative,positive,0.24562646448612213,0.0324249267578125,0.7219485640525818
BSML,2024,negative,negative,0.9696592092514038,0.024601105600595474,0.005739777814596891
BSSR,2024,positive,positive,0.3131626844406128,0.010867591947317123,0.675969660282135
BTEK,2024,positive,negative,0.9973230957984924,0.0001495127216912806,0.002527383854612708
BTON,2024,negative,negative,0.9972199201583862,0.000591334595810622,0.002188832499086857
BUDI,2024,negative,negative,0.8346933722496033,0.1630101352930069,0.0022965199314057827
BUKA,2024,negative,positive,0.0161404050886631,0.00044173598871566355,0.983417809009552
BUKK,2024,negative,positive,0.05495931953191757,0.14189986884593964,0.8031408190727234
BULL,2024,neutral,negative,0.9989373087882996,0.00036971960798837245,0.0006929992814548314
BUMI,2024,positive,positive,0.008038549683988094,0.009127570316195488,0.9828338623046875
BUVA,2024,positive,negative,0.9962192177772522,0.0010094353929162025,0.0027713847812265158
BWPT,2024,positive,negative,0.9878321290016174,0.0004767229547724128,0.011691159568727016
BYAN,2024,positive,positive,0.03151625022292137,0.027945062145590782,0.9405386447906494
CAKK,2024,neutral,neutral,0.02130664326250553,0.9773523211479187,0.001341006369329989
CAMP,2024,negative,negative,0.9030534625053406,0.09414509683847427,0.002801456255838275
CARE,2024,positive,positive,0.04550759121775627,0.0005300181801430881,0.9539623856544495
CARS,2024,negative,positive,0.002167633268982172,0.0010214266367256641,0.9968109726905823
CASH,2024,negative,negative,0.983100175857544,0.010187800973653793,0.006711997091770172
CASS,2024,positive,negative,0.6693370938301086,0.024723786860704422,0.30593904852867126
CCSI,2024,negative,negative,0.9441133141517639,0.052959196269512177,0.0029274304397404194
CEKA,2024,positive,negative,0.7795635461807251,0.05177899822592735,0.16865739226341248
CENT,2024,positive,negative,0.9970365762710571,0.0003840083663817495,0.002579466439783573
CINT,2024,positive,negative,0.9994310736656189,0.00026684708427637815,0.0003020574222318828
CITA,2024,positive,negative,0.9914529323577881,0.0033021254930645227,0.005244960077106953
CITY,2024,positive,negative,0.9945620894432068,0.001165158930234611,0.004272734746336937
CLAY,2024,positive,neutral,0.008520390838384628,0.8403756618499756,0.15110403299331665
CLEO,2024,negative,negative,0.9990962743759155,9.404357115272433e-05,0.0008096330566331744
CLPI,2024,neutral,positive,0.007194250822067261,0.0013805177295580506,0.9914252758026123
CMNP,2024,negative,positive,0.11982451379299164,0.0071489098481833935,0.8730264902114868
CMNT,2024,negative,negative,0.9848096966743469,0.014905158430337906,0.00028519085026346147
CMPP,2024,positive,negative,0.9986522793769836,0.000979454256594181,0.0003683548711705953
CMRY,2024,neutral,positive,0.2702774107456207,0.00424771336838603,0.7254748940467834
CNKO,2024,positive,negative,0.6343132853507996,0.3534020185470581,0.012284762226045132
CNTX,2024,neutral,negative,0.8148274421691895,0.04989651218056679,0.13527600467205048
COCO,2024,positive,negative,0.998099148273468,0.001010538195259869,0.0008903025300242007
CPRO,2024,neutral,negative,0.9987977743148804,0.00030892351060174406,0.0008932904456742108
CSAP,2024,negative,positive,0.0008874541381374002,0.0005345667595975101,0.9985779523849487
CSIS,2024,positive,negative,0.9960144758224487,0.0034879986196756363,0.0004974549519829452
CSMI,2024,negative,neutral,0.4277985095977783,0.5663456916809082,0.005855783354490995
CSRA,2024,positive,negative,0.9891558289527893,0.003366553457453847,0.007477734237909317
CTBN,2024,positive,negative,0.9974195957183838,0.00021364353597164154,0.0023667779751122
CTRA,2024,negative,negative,0.9880082607269287,0.006531774066388607,0.0054598599672317505
CTTH,2024,positive,negative,0.8982577323913574,0.018470026552677155,0.08327223360538483
DADA,2024,positive,negative,0.9906841516494751,0.007107431069016457,0.0022083932999521494
DART,2024,positive,negative,0.8897408246994019,0.10432041436433792,0.005938861519098282
DAYA,2024,positive,negative,0.9986863732337952,0.0003266519051976502,0.000987003673799336
DCII,2024,positive,negative,0.9993158578872681,0.00016611932369414717,0.000518095912411809
DEPO,2024,negative,negative,0.9943612813949585,0.00429181195795536,0.0013469060650095344
DEWA,2024,positive,positive,0.3769136071205139,0.034239307045936584,0.5888471603393555
DFAM,2024,neutral,negative,0.9974710941314697,0.00010655190271791071,0.0024224254302680492
DGIK,2024,negative,positive,0.2825113832950592,0.01434169802814722,0.7031469941139221
DGNS,2024,negative,negative,0.9938746094703674,0.00048693540156818926,0.005638401489704847
DIGI,2024,positive,negative,0.9450657963752747,0.00154633610509336,0.05338781699538231
DILD,2024,negative,negative,0.9991713762283325,0.0005234709242358804,0.00030516990227624774
DIVA,2024,positive,negative,0.9994258880615234,0.0004339639563113451,0.0001402112393407151
DKFT,2024,positive,negative,0.3487815260887146,0.30481570959091187,0.3464027941226959
DLTA,2024,negative,neutral,0.005729483440518379,0.992070734500885,0.0021996861323714256
DMAS,2024,neutral,negative,0.9966417551040649,0.002783298958092928,0.0005748868570663035
DMMX,2024,positive,negative,0.9836499691009521,0.00050872698193416,0.01584143564105034
DMND,2024,negative,neutral,0.2305959016084671,0.4443868100643158,0.3250172734260559
DOID,2024,negative,negative,0.847481369972229,0.0639367550611496,0.0885818600654602
DPNS,2024,negative,negative,0.9748588800430298,0.015796193853020668,0.009344927035272121
DPUM,2024,positive,negative,0.9989074468612671,0.00029084962443448603,0.0008017078507691622
DRMA,2024,positive,positive,0.3774181604385376,0.0006459811702370644,0.6219359040260315
DSFI,2024,neutral,neutral,0.014314372092485428,0.9515361189842224,0.03414960205554962
DSNG,2024,positive,negative,0.8786988854408264,0.020117415115237236,0.1011837050318718
DSSA,2024,positive,neutral,0.39400339126586914,0.5889638662338257,0.017032623291015625
DUTI,2024,negative,negative,0.5235596895217896,0.45937514305114746,0.01706528291106224
DVLA,2024,positive,negative,0.9990371465682983,0.00019357530982233584,0.0007693218649365008
DWGL,2024,positive,negative,0.874077558517456,0.00026251334929838777,0.12565994262695312
DYAN,2024,neutral,negative,0.9996713399887085,0.000181532945134677,0.00014713370183017105
ECII,2024,negative,negative,0.9992879033088684,0.0005321421194821596,0.00018002247088588774
EDGE,2024,negative,negative,0.9956556558609009,0.0015952319372445345,0.0027490814682096243
EKAD,2024,negative,negative,0.9980670809745789,0.000797889893874526,0.001135053695179522
ELSA,2024,neutral,negative,0.986681342124939,0.0014666701899841428,0.011851985938847065
EMDE,2024,neutral,negative,0.8894628882408142,0.007140347734093666,0.10339681804180145
EMTK,2024,positive,negative,0.7603359818458557,0.06775176525115967,0.1719122678041458
ENAK,2024,negative,negative,0.950244665145874,0.0010292230872437358,0.048726025968790054
ENRG,2024,positive,positive,0.00960192084312439,0.0006095545832067728,0.9897884726524353
ENVY,2024,neutral,positive,0.1858057677745819,0.2380671501159668,0.5761271119117737
ENZO,2024,negative,negative,0.9825043082237244,0.015257015824317932,0.0022387467324733734
EPAC,2024,positive,negative,0.997505247592926,0.0010080643696710467,0.0014867198187857866
EPMT,2024,negative,negative,0.8817393183708191,0.0726201981306076,0.04564051702618599
ERAA,2024,positive,neutral,0.16917288303375244,0.8062440156936646,0.02458306774497032
ERTX,2024,negative,negative,0.9304853081703186,0.06790928542613983,0.001605346449650824
ESIP,2024,positive,negative,0.9171598553657532,0.00044367933878675103,0.0823964923620224
ESSA,2024,negative,negative,0.984731912612915,0.0005317344330251217,0.0147362956777215
ESTI,2024,neutral,negative,0.9063346982002258,0.08060555160045624,0.013059747405350208
FAPA,2024,neutral,negative,0.9994187355041504,0.00023995849187485874,0.0003413165977690369
FAST,2024,negative,neutral,0.08764445781707764,0.9036911725997925,0.008664354681968689
FASW,2024,negative,negative,0.9377390146255493,0.05996605008840561,0.002295004902407527
FILM,2024,negative,negative,0.9984230995178223,0.00027772929752245545,0.001299248542636633
FIMP,2024,positive,negative,0.992034375667572,0.00341522297821939,0.004550396464765072
FIRE,2024,negative,negative,0.9993181228637695,0.0002568736963439733,0.0004251001519151032
FISH,2024,positive,negative,0.8462624549865723,0.008997525088489056,0.1447400599718094
FITT,2024,positive,neutral,0.2943575382232666,0.6874080300331116,0.01823442056775093
FLMC,2024,negative,negative,0.9726232290267944,0.02283959649503231,0.0045371586456894875
FMII,2024,positive,negative,0.9987838864326477,0.000981894787400961,0.0002341837389394641
FOOD,2024,negative,negative,0.9914040565490723,0.006646013353019953,0.0019499397603794932
FORU,2024,positive,negative,0.9981891512870789,0.0001484416425228119,0.0016624494455754757
FPNI,2024,positive,negative,0.9970640540122986,0.0003456195117905736,0.002590303076431155
GDST,2024,negative,negative,0.999531626701355,0.00016309350030496716,0.00030523506575264037
GDYR,2024,negative,positive,0.07384487986564636,0.036304961889982224,0.8898500800132751
GEMA,2024,negative,negative,0.9978160858154297,0.0003275558992754668,0.001856328803114593
GEMS,2024,positive,positive,0.01142716035246849,0.001430075615644455,0.98714280128479
GGRM,2024,negative,neutral,0.22369080781936646,0.7723702192306519,0.003938877023756504
GGRP,2024,neutral,positive,0.003853457048535347,0.0019367936765775084,0.9942097663879395
GHON,2024,neutral,negative,0.9189445972442627,0.033783238381147385,0.0472722090780735
GIAA,2024,positive,negative,0.9948959946632385,0.0034578568302094936,0.0016461678314954042
GJTL,2024,neutral,negative,0.9992157220840454,0.00035697256680577993,0.00042730889981612563
GLVA,2024,negative,negative,0.9960236549377441,0.00034320581471547484,0.003633013693615794
GMFI,2024,positive,negative,0.999006450176239,0.00046096305595710874,0.0005325613310560584
GMTD,2024,negative,positive,0.3959808647632599,0.00975131243467331,0.5942677855491638
GOLD,2024,negative,negative,0.9939362406730652,0.0050429110415279865,0.0010209189495071769
GOOD,2024,neutral,negative,0.9958771467208862,0.001000255928374827,0.003122652182355523
GOTO,2024,positive,negative,0.9985455274581909,0.00031494771246798337,0.001139520201832056
GPRA,2024,positive,positive,0.006428912747651339,0.005088958889245987,0.9884821176528931
GPSO,2024,positive,negative,0.9680659770965576,0.015512780286371708,0.016421258449554443
GTBO,2024,negative,negative,0.9789645075798035,0.014369700103998184,0.006665816530585289
GTSI,2024,positive,negative,0.8986272215843201,0.0369543619453907,0.06441836804151535
GWSA,2024,negative,negative,0.8215771317481995,0.16970641911029816,0.008716416545212269
GZCO,2024,neutral,negative,0.9009544253349304,0.03396904841065407,0.06507658958435059
HADE,2024,positive,negative,0.9713343977928162,0.023358801379799843,0.00530676543712616
HAIS,2024,negative,negative,0.9963938593864441,0.0005544806481339037,0.003051680512726307
HDIT,2024,positive,negative,0.8473096489906311,0.013717981055378914,0.13897229731082916
HDTX,2024,neutral,negative,0.9975259900093079,0.001985372044146061,0.0004886597744189203
HEAL,2024,neutral,negative,0.9994543194770813,0.00014802083023823798,0.0003977446467615664
HELI,2024,positive,negative,0.9848083257675171,0.013441471382975578,0.0017501366091892123
HERO,2024,negative,negative,0.8616794347763062,0.002189415041357279,0.1361311376094818
HEXA,2024,negative,negative,0.997265100479126,0.0004440856573637575,0.002290937351062894
HITS,2024,negative,negative,0.9939168095588684,0.003363629337400198,0.0027195089496672153
HMSP,2024,negative,negative,0.9974417686462402,0.0003887350903823972,0.0021695492323487997
HOKI,2024,negative,neutral,0.19066539406776428,0.7881288528442383,0.021205706521868706
HOMI,2024,positive,negative,0.9988551139831543,0.00014199462020769715,0.0010028298711404204
HOPE,2024,positive,negative,0.9978588223457336,0.0014651237288489938,0.0006760084070265293
HRME,2024,neutral,negative,0.9713995456695557,0.01994546689093113,0.00865497998893261
HRTA,2024,positive,negative,0.9961078763008118,0.003435125108808279,0.0004568789154291153
HRUM,2024,negative,negative,0.5031045079231262,0.0035370790865272284,0.49335840344429016
IATA,2024,positive,negative,0.9501456618309021,0.0004812367260456085,0.0493730865418911
IBFN,2024,positive,negative,0.9937438368797302,0.0006145887891761959,0.005641548428684473
IBOS,2024,negative,negative,0.9642651081085205,0.002303561195731163,0.0334312729537487
IBST,2024,negative,negative,0.9973502159118652,0.002210112288594246,0.00043963370262645185
ICBP,2024,neutral,positive,0.005168495234102011,0.10949397832155228,0.8853374719619751
ICON,2024,positive,positive,0.09740129113197327,0.030239438638091087,0.8723592162132263
IDEA,2024,positive,negative,0.953778862953186,0.0023472681641578674,0.04387383535504341
IDPR,2024,positive,negative,0.9976379871368408,0.00029466068372130394,0.0020673461258411407
IFII,2024,positive,negative,0.9964662790298462,0.0006494839326478541,0.0028842270839959383
IFSH,2024,neutral,positive,0.002074640477076173,0.01416704524308443,0.9837583899497986
IGAR,2024,positive,negative,0.9992388486862183,0.00019557130872271955,0.0005655363784171641
IIKP,2024,neutral,negative,0.9938445091247559,0.005013899877667427,0.0011416220804676414
IKAI,2024,neutral,negative,0.9988448619842529,0.000509400328155607,0.000645696185529232
IKAN,2024,positive,negative,0.998380184173584,0.0007456702878698707,0.0008741403580643237
IKBI,2024,negative,negative,0.9963983297348022,0.00032287859357893467,0.0032787953969091177
IMAS,2024,negative,negative,0.99936443567276,0.0003383582807146013,0.0002972355578094721
IMJS,2024,positive,negative,0.9950470924377441,0.00459986412897706,0.00035296863643452525
IMPC,2024,negative,negative,0.9990610480308533,0.00012602652714122087,0.0008129270863719285
INAF,2024,neutral,negative,0.9992502331733704,0.00034032174153253436,0.0004094501491636038
INAI,2024,negative,negative,0.9841083884239197,0.015253255143761635,0.0006383559666574001
INCF,2024,positive,negative,0.9971069693565369,0.0012745670974254608,0.0016184927662834525
INCI,2024,positive,negative,0.846540629863739,0.012002154253423214,0.14145717024803162
INCO,2024,negative,positive,0.055937446653842926,0.04154470935463905,0.9025177955627441
INDF,2024,positive,positive,0.3539470434188843,0.06187504529953003,0.5841779112815857
INDO,2024,positive,negative,0.9942914247512817,0.00022410269593819976,0.005484393332153559
INDR,2024,negative,negative,0.9956911206245422,0.003176094964146614,0.0011328815016895533
INDS,2024,negative,negative,0.927567720413208,0.03379102796316147,0.038641247898340225
INDX,2024,negative,negative,0.9912235736846924,0.0008948874892666936,0.007881536148488522
INDY,2024,neutral,negative,0.9385147094726562,0.05648255720734596,0.005002652760595083
INKP,2024,negative,negative,0.9983400106430054,4.4917665945831686e-05,0.001615108223631978
INOV,2024,negative,negative,0.9989461302757263,7.395109423669055e-05,0.0009799133986234665
INPP,2024,negative,negative,0.9884644150733948,0.01070235762745142,0.0008331721764989197
INPS,2024,positive,negative,0.9953930377960205,0.0011936009395867586,0.003413417609408498
INRU,2024,positive,negative,0.9660734534263611,0.02247617021203041,0.011450381018221378
INTA,2024,neutral,negative,0.9699912071228027,0.000652546645142138,0.02935624308884144
INTD,2024,positive,negative,0.9985276460647583,0.0012055474799126387,0.00026680881273932755
INTP,2024,negative,negative,0.997768759727478,0.00011002367682522163,0.0021212503779679537
IPAC,2024,positive,negative,0.6687130331993103,0.3293527662754059,0.0019342056475579739
IPCC,2024,positive,negative,0.9020838141441345,0.002516800304874778,0.09539944678544998
IPCM,2024,positive,negative,0.9992467164993286,0.0003601233474910259,0.00039319763891398907
IPOL,2024,negative,positive,0.000611180323176086,0.0008932616328820586,0.9984955787658691
IPTV,2024,positive,negative,0.9546394944190979,0.008640703745186329,0.03671976923942566
IRRA,2024,negative,negative,0.9895368814468384,0.0021141627803444862,0.008349049836397171
ISAT,2024,negative,negative,0.9746248722076416,0.022499261423945427,0.002875948091968894
ISSP,2024,positive,negative,0.9343888759613037,0.010517309419810772,0.05509379506111145
ITIC,2024,negative,negative,0.9961712956428528,0.0007642193813808262,0.0030645045917481184
ITMA,2024,negative,negative,0.9371758103370667,0.0014541171258315444,0.0613701194524765
ITMG,2024,neutral,positive,0.06367822736501694,0.007515819743275642,0.9288060069084167
JAST,2024,positive,negative,0.8248658180236816,0.1053408607840538,0.06979340314865112
JAWA,2024,positive,negative,0.9826282262802124,0.01223188079893589,0.00513986824080348
JAYA,2024,positive,negative,0.9965822100639343,0.002531706355512142,0.0008861490059643984
JECC,2024,positive,negative,0.9961242079734802,0.0004370344977360219,0.0034388608764857054
JGLE,2024,positive,negative,0.9464272856712341,0.04862797632813454,0.004944711923599243
JIHD,2024,positive,positive,0.38782942295074463,0.01662507839500904,0.5955455303192139
JKON,2024,negative,negative,0.9535524845123291,0.03637995198369026,0.010067622177302837
JKSW,2024,neutral,neutral,0.3858512043952942,0.5920952558517456,0.022053532302379608
JPFA,2024,positive,negative,0.9876084327697754,0.011386881582438946,0.001004634308628738
JRPT,2024,positive,positive,0.3568931221961975,0.03263910487294197,0.6104677319526672
JSMR,2024,negative,neutral,0.21569857001304626,0.49245670437812805,0.2918446660041809
JSPT,2024,positive,negative,0.9899270534515381,0.000885753717739135,0.009187138639390469
JTPE,2024,negative,positive,0.038986872881650925,0.0005323763471096754,0.9604806900024414
KAEF,2024,positive,negative,0.9991992115974426,0.0003261446254327893,0.00047464738599956036
KARW,2024,positive,negative,0.841286838054657,0.02841358445584774,0.1302996724843979
KBAG,2024,positive,positive,0.37428686022758484,0.24422384798526764,0.3814893066883087
KBLI,2024,neutral,negative,0.982344388961792,0.0003455395926721394,0.017310088500380516
KBLM,2024,positive,negative,0.9933798313140869,0.0051332274451851845,0.0014868805883452296
KBLV,2024,positive,negative,0.9975783228874207,0.00020538235548883677,0.0022162855602800846
KDSI,2024,positive,positive,0.016462264582514763,0.05238392949104309,0.9311537742614746
KEEN,2024,positive,positive,0.04531068727374077,0.004893068689852953,0.9497962594032288
KEJU,2024,positive,positive,0.03579060360789299,0.0008488456369377673,0.9633604884147644
KIAS,2024,positive,negative,0.6276145577430725,0.009286897256970406,0.3630986213684082
KIJA,2024,positive,negative,0.9809710383415222,0.00019235476793255657,0.018836582079529762
KINO,2024,negative,negative,0.9851874113082886,0.002702107187360525,0.012110450305044651
KIOS,2024,neutral,negative,0.99931800365448,0.00014778879994992167,0.0005341569194570184
KKGI,2024,negative,neutral,0.3048689365386963,0.5572028756141663,0.13792817294597626
KLBF,2024,neutral,positive,0.11004099249839783,0.0006099420716054738,0.8893490433692932
KMDS,2024,positive,positive,0.18509222567081451,0.0010830266401171684,0.8138247132301331
KMTR,2024,positive,negative,0.8458670377731323,0.02027970552444458,0.13385333120822906
KOBX,2024,positive,positive,0.040884699672460556,0.30687472224235535,0.6522405743598938
KOIN,2024,positive,negative,0.9712167382240295,0.017738107591867447,0.01104512345045805
KONI,2024,positive,negative,0.8974428176879883,0.09545742720365524,0.0070997257716953754
KOPI,2024,positive,negative,0.9981487989425659,0.0001332913088845089,0.001718006911687553
KOTA,2024,positive,negative,0.9915440082550049,0.0027314750477671623,0.005724475719034672
KPIG,2024,positive,positive,0.005879596341401339,0.014272644184529781,0.97984778881073
KRAS,2024,positive,negative,0.7671963572502136,0.2157115787267685,0.017092028632760048
KREN,2024,positive,negative,0.991585373878479,0.006753607653081417,0.0016610878519713879
KUAS,2024,neutral,negative,0.9858589768409729,0.0004423424834385514,0.01369866356253624
LABA,2024,positive,negative,0.9956525564193726,0.0036979608703404665,0.0006495256093330681
LAND,2024,positive,negative,0.9994516968727112,0.00018364889547228813,0.0003646771074272692
LAPD,2024,positive,negative,0.9973191618919373,0.00025516419555060565,0.0024256727192550898
LCKM,2024,negative,negative,0.9986440539360046,0.00024487214977853,0.0011110175400972366
LEAD,2024,negative,positive,0.0015649015549570322,0.0019641651306301355,0.9964709281921387
LFLO,2024,positive,negative,0.7762273550033569,0.1920139491558075,0.03175869211554527
LINK,2024,positive,negative,0.9991406202316284,0.0005717717576771975,0.0002876845537684858
LION,2024,negative,negative,0.9825091361999512,0.001244939281605184,0.016245976090431213
LMPI,2024,positive,positive,0.002163821132853627,0.015243001282215118,0.9825931787490845
LMSH,2024,negative,negative,0.9993558526039124,0.00028104978264309466,0.0003630845749285072
LPCK,2024,negative,negative,0.9223592281341553,0.04795378819108009,0.02968701720237732
LPIN,2024,positive,negative,0.9902089834213257,0.007900120690464973,0.0018909123027697206
LPKR,2024,positive,negative,0.9358234405517578,0.03758048266172409,0.026596061885356903
LPPF,2024,positive,negative,0.9862697720527649,0.013265167362987995,0.0004651662602555007
LRNA,2024,negative,negative,0.9996850490570068,8.208610233850777e-05,0.00023290612443815917
LSIP,2024,positive,positive,0.1367180049419403,0.0042337882332503796,0.8590481877326965
LTLS,2024,negative,negative,0.7128630876541138,0.0016059139743447304,0.2855309545993805
LUCK,2024,positive,negative,0.9888147711753845,0.0011127141769975424,0.010072505101561546
LUCY,2024,negative,negative,0.9910174608230591,0.0031505506485700607,0.005832052789628506
MAIN,2024,negative,positive,0.23350492119789124,0.010814527049660683,0.7556805610656738
MAPA,2024,negative,positive,0.14547280967235565,0.007352293469011784,0.847174882888794
MAPB,2024,positive,negative,0.9837227463722229,0.004251779522746801,0.012025502510368824
MAPI,2024,negative,negative,0.9978958368301392,0.0013930929126217961,0.000710971187800169
MARK,2024,negative,negative,0.9765158295631409,0.005027295555919409,0.018456874415278435
MASA,2024,positive,negative,0.9977322816848755,0.0006437866832129657,0.0016239139949902892
MBAP,2024,negative,negative,0.9526554942131042,0.0066743637435138226,0.040670186281204224
MBSS,2024,positive,negative,0.9794551134109497,0.0014003691030666232,0.019144441932439804
MBTO,2024,positive,negative,0.9955398440361023,0.002289384603500366,0.0021707324776798487
