Ticker,Year,YoY_Close_Category,Ticker_Fold
PPRE.JK,2021,negative,0
PPRE.JK,2022,negative,0
PSAB.JK,2021,negative,0
PSAB.JK,2022,negative,0
PTIS.JK,2021,negative,0
PTIS.JK,2022,positive,0
PTRO.JK,2021,positive,0
PTRO.JK,2022,positive,0
PTSP.JK,2021,negative,0
RISE.JK,2021,positive,0
RISE.JK,2022,positive,0
SDMU.JK,2021,positive,0
SDMU.JK,2022,negative,0
SHID.JK,2021,neutral,0
SKBM.JK,2021,positive,0
SKBM.JK,2022,negative,0
SKRN.JK,2021,positive,0
SKRN.JK,2022,positive,0
SMGR.JK,2021,negative,0
SOSS.JK,2021,neutral,0
SOSS.JK,2022,positive,0
TEBE.JK,2022,positive,0
URBN.JK,2021,negative,0
URBN.JK,2022,negative,0
WOOD.JK,2022,negative,0
AIMS.JK,2021,negative,1
ALDO.JK,2021,positive,1
ALDO.JK,2022,negative,1
ANTM.JK,2021,negative,1
ANTM.JK,2022,positive,1
ARGO.JK,2021,neutral,1
ASRI.JK,2021,neutral,1
ASRI.JK,2022,neutral,1
BBRM.JK,2021,negative,1
BOGA.JK,2021,negative,1
BOGA.JK,2022,negative,1
CLAY.JK,2021,negative,1
CLAY.JK,2022,negative,1
DFAM.JK,2021,positive,1
DFAM.JK,2022,negative,1
DIVA.JK,2021,negative,1
DIVA.JK,2022,negative,1
DLTA.JK,2021,neutral,1
DLTA.JK,2022,positive,1
DSSA.JK,2021,positive,1
DWGL.JK,2021,positive,1
DWGL.JK,2022,negative,1
ECII.JK,2021,negative,1
ECII.JK,2022,negative,1
ETWA.JK,2021,neutral,1
ETWA.JK,2022,positive,1
GWSA.JK,2021,positive,1
GWSA.JK,2022,neutral,1
HEAL.JK,2021,positive,1
HEAL.JK,2022,negative,1
HMSP.JK,2021,negative,1
HMSP.JK,2022,neutral,1
HRTA.JK,2021,negative,1
HRTA.JK,2022,positive,1
IFII.JK,2022,positive,1
IIKP.JK,2021,neutral,1
IMJS.JK,2021,positive,1
IMJS.JK,2022,negative,1
INKP.JK,2021,neutral,1
INKP.JK,2022,positive,1
JKON.JK,2021,negative,1
JKON.JK,2022,positive,1
KAEF.JK,2021,negative,1
KAEF.JK,2022,negative,1
KEJU.JK,2022,negative,1
KPIG.JK,2021,negative,1
KPIG.JK,2022,negative,1
LPIN.JK,2021,positive,1
LPIN.JK,2022,negative,1
LUCK.JK,2021,negative,1
LUCK.JK,2022,negative,1
MAPB.JK,2022,positive,1
MITI.JK,2022,positive,1
MKPI.JK,2021,negative,1
MKPI.JK,2022,positive,1
MLPL.JK,2021,negative,1
MLPL.JK,2022,negative,1
MPOW.JK,2021,positive,1
MPOW.JK,2022,negative,1
MTFN.JK,2022,neutral,1
POLY.JK,2022,negative,1
PPRE.JK,2021,negative,1
PSSI.JK,2022,negative,1
PYFA.JK,2021,neutral,1
PYFA.JK,2022,negative,1
PZZA.JK,2021,negative,1
PZZA.JK,2022,negative,1
RALS.JK,2021,negative,1
RALS.JK,2022,neutral,1
RICY.JK,2021,positive,1
RICY.JK,2022,negative,1
ROTI.JK,2021,negative,1
ROTI.JK,2022,positive,1
SBAT.JK,2022,neutral,1
SCMA.JK,2021,negative,1
SCMA.JK,2022,negative,1
SCPI.JK,2021,neutral,1
SMRU.JK,2021,neutral,1
SMRU.JK,2022,neutral,1
SMSM.JK,2021,neutral,1
SMSM.JK,2022,positive,1
SRAJ.JK,2021,negative,1
SRAJ.JK,2022,positive,1
TCID.JK,2021,negative,1
TCID.JK,2022,positive,1
TDPM.JK,2021,neutral,1
TDPM.JK,2022,neutral,1
TIRT.JK,2021,neutral,1
TIRT.JK,2022,neutral,1
TKIM.JK,2022,negative,1
TOTL.JK,2021,neutral,1
TOTL.JK,2022,positive,1
VIVA.JK,2022,neutral,1
APII.JK,2021,positive,2
APII.JK,2022,negative,2
ASGR.JK,2021,positive,2
ASGR.JK,2022,neutral,2
BAJA.JK,2021,negative,2
BAJA.JK,2022,negative,2
BLTZ.JK,2021,negative,2
BLTZ.JK,2022,negative,2
BPTR.JK,2021,positive,2
BPTR.JK,2022,negative,2
BRAM.JK,2021,positive,2
BRAM.JK,2022,negative,2
BRMS.JK,2021,positive,2
BRMS.JK,2022,negative,2
BWPT.JK,2021,negative,2
BWPT.JK,2022,negative,2
BYAN.JK,2021,positive,2
BYAN.JK,2022,positive,2
CARS.JK,2022,positive,2
CASS.JK,2021,neutral,2
CASS.JK,2022,positive,2
CEKA.JK,2021,positive,2
CEKA.JK,2022,negative,2
CNTX.JK,2021,neutral,2
CNTX.JK,2022,negative,2
CSMI.JK,2022,negative,2
DAYA.JK,2021,negative,2
DAYA.JK,2022,negative,2
DPUM.JK,2021,neutral,2
DPUM.JK,2022,neutral,2
DSFI.JK,2021,positive,2
DSFI.JK,2022,negative,2
EXCL.JK,2021,negative,2
EXCL.JK,2022,negative,2
FISH.JK,2021,positive,2
FISH.JK,2022,negative,2
GDYR.JK,2021,negative,2
GDYR.JK,2022,neutral,2
GGRP.JK,2022,negative,2
GLVA.JK,2022,positive,2
GPRA.JK,2021,positive,2
GPRA.JK,2022,positive,2
IBFN.JK,2021,negative,2
IBFN.JK,2022,negative,2
JKSW.JK,2021,neutral,2
JKSW.JK,2022,neutral,2
KDSI.JK,2021,positive,2
KDSI.JK,2022,positive,2
KJEN.JK,2022,negative,2
KLBF.JK,2021,positive,2
KLBF.JK,2022,positive,2
LINK.JK,2021,positive,2
LINK.JK,2022,negative,2
MAPA.JK,2021,positive,2
MAPA.JK,2022,positive,2
MARI.JK,2021,negative,2
MARI.JK,2022,negative,2
MASA.JK,2021,positive,2
MASA.JK,2022,positive,2
MDKA.JK,2021,positive,2
MDKI.JK,2021,neutral,2
MDKI.JK,2022,neutral,2
MNCN.JK,2021,neutral,2
MNCN.JK,2022,negative,2
NASA.JK,2021,negative,2
NASA.JK,2022,negative,2
NIKL.JK,2021,negative,2
NIKL.JK,2022,negative,2
NRCA.JK,2021,neutral,2
NRCA.JK,2022,positive,2
PGLI.JK,2021,negative,2
PMJS.JK,2022,negative,2
POLI.JK,2021,negative,2
POLI.JK,2022,negative,2
PORT.JK,2021,negative,2
PORT.JK,2022,positive,2
PRAS.JK,2021,positive,2
PRAS.JK,2022,negative,2
PRIM.JK,2021,negative,2
PRIM.JK,2022,negative,2
PWON.JK,2021,neutral,2
PWON.JK,2022,neutral,2
RODA.JK,2022,negative,2
SCMA.JK,2022,negative,2
SHIP.JK,2021,positive,2
SOCI.JK,2021,negative,2
SOCI.JK,2022,negative,2
SONA.JK,2021,negative,2
SONA.JK,2022,negative,2
SPMA.JK,2021,positive,2
SPMA.JK,2022,negative,2
SWAT.JK,2022,negative,2
TAMU.JK,2021,neutral,2
TAMU.JK,2022,negative,2
TBIG.JK,2021,negative,2
TBIG.JK,2022,negative,2
TFCO.JK,2021,neutral,2
TFCO.JK,2022,negative,2
TRST.JK,2021,positive,2
TRST.JK,2022,negative,2
ULTJ.JK,2021,negative,2
ULTJ.JK,2022,positive,2
ACST.JK,2021,negative,3
ACST.JK,2022,negative,3
APLN.JK,2021,negative,3
APLN.JK,2022,positive,3
BEST.JK,2021,negative,3
BEST.JK,2022,positive,3
BSDE.JK,2021,negative,3
BSDE.JK,2022,positive,3
BTEK.JK,2021,neutral,3
BTEK.JK,2022,neutral,3
BTON.JK,2021,negative,3
BTON.JK,2022,positive,3
CITY.JK,2021,neutral,3
CITY.JK,2022,negative,3
CMNP.JK,2021,positive,3
DART.JK,2021,neutral,3
DART.JK,2022,negative,3
DGIK.JK,2022,positive,3
DILD.JK,2021,negative,3
DILD.JK,2022,positive,3
DKFT.JK,2021,negative,3
DKFT.JK,2022,negative,3
DYAN.JK,2021,positive,3
DYAN.JK,2022,positive,3
FPNI.JK,2021,positive,3
FPNI.JK,2022,negative,3
HITS.JK,2021,positive,3
HITS.JK,2022,negative,3
INOV.JK,2022,negative,3
INRU.JK,2021,negative,3
INRU.JK,2022,positive,3
ISAT.JK,2021,neutral,3
ISAT.JK,2022,positive,3
JIHD.JK,2021,negative,3
JIHD.JK,2022,positive,3
KONI.JK,2021,positive,3
KONI.JK,2022,negative,3
LMSH.JK,2021,positive,3
LMSH.JK,2022,negative,3
MBSS.JK,2021,positive,3
MBSS.JK,2022,positive,3
MDLN.JK,2021,positive,3
MDLN.JK,2022,negative,3
MYOH.JK,2021,positive,3
MYOH.JK,2022,negative,3
MYOR.JK,2021,negative,3
MYOR.JK,2022,positive,3
NFCX.JK,2021,positive,3
NFCX.JK,2022,negative,3
OMRE.JK,2021,negative,3
OMRE.JK,2022,positive,3
PAMG.JK,2022,positive,3
PANI.JK,2022,positive,3
PCAR.JK,2021,negative,3
PCAR.JK,2022,negative,3
PEHA.JK,2021,negative,3
PEHA.JK,2022,negative,3
PLIN.JK,2021,negative,3
PLIN.JK,2022,neutral,3
PTIS.JK,2021,negative,3
PTIS.JK,2022,positive,3
PTPW.JK,2022,neutral,3
RDTX.JK,2021,neutral,3
RDTX.JK,2022,positive,3
SHID.JK,2021,neutral,3
SHID.JK,2022,positive,3
SIDO.JK,2021,positive,3
SIDO.JK,2022,negative,3
SIDO.JK,2022,negative,3
SMAR.JK,2021,positive,3
SMAR.JK,2022,positive,3
SSIA.JK,2022,positive,3
STTP.JK,2021,negative,3
TARA.JK,2021,neutral,3
TARA.JK,2022,negative,3
TAXI.JK,2021,neutral,3
TAXI.JK,2022,neutral,3
TBMS.JK,2021,positive,3
TBMS.JK,2022,negative,3
TECH.JK,2022,negative,3
TGRA.JK,2021,negative,3
TGRA.JK,2022,negative,3
TIRA.JK,2021,negative,3
TIRA.JK,2022,negative,3
TOBA.JK,2022,negative,3
TOTO.JK,2022,negative,3
AALI.JK,2021,positive,4
AALI.JK,2022,negative,4
ACES.JK,2021,negative,4
ACES.JK,2022,negative,4
ASPI.JK,2022,positive,4
ATIC.JK,2021,negative,4
ATIC.JK,2022,negative,4
BALI.JK,2022,negative,4
BHIT.JK,2021,negative,4
BHIT.JK,2022,negative,4
BNBR.JK,2021,neutral,4
BNBR.JK,2022,negative,4
BOLA.JK,2021,negative,4
BOLA.JK,2022,negative,4
BOSS.JK,2021,negative,4
BOSS.JK,2022,neutral,4
BUKK.JK,2021,neutral,4
BUKK.JK,2022,neutral,4
CAKK.JK,2021,positive,4
CAKK.JK,2022,positive,4
CASH.JK,2022,negative,4
CENT.JK,2021,negative,4
CENT.JK,2022,negative,4
CSRA.JK,2022,negative,4
DOID.JK,2021,neutral,4
DOID.JK,2022,neutral,4
DPNS.JK,2021,positive,4
DPNS.JK,2022,positive,4
EKAD.JK,2021,neutral,4
EKAD.JK,2022,negative,4
EMDE.JK,2021,negative,4
EMDE.JK,2022,negative,4
EMTK.JK,2021,negative,4
EMTK.JK,2022,negative,4
ENRG.JK,2021,positive,4
ENRG.JK,2022,negative,4
ERTX.JK,2021,neutral,4
ERTX.JK,2022,negative,4
FMII.JK,2021,negative,4
FMII.JK,2022,positive,4
FOOD.JK,2021,neutral,4
FOOD.JK,2022,negative,4
GIAA.JK,2021,neutral,4
GIAA.JK,2022,negative,4
HDTX.JK,2022,neutral,4
IGAR.JK,2021,positive,4
IGAR.JK,2022,negative,4
KIAS.JK,2021,neutral,4
KIAS.JK,2022,negative,4
KOTA.JK,2022,neutral,4
KRAS.JK,2021,negative,4
KRAS.JK,2022,negative,4
LAND.JK,2021,positive,4
LAND.JK,2022,negative,4
LEAD.JK,2021,positive,4
LEAD.JK,2022,negative,4
MDRN.JK,2021,neutral,4
MDRN.JK,2022,negative,4
MIKA.JK,2021,neutral,4
MIRA.JK,2021,neutral,4
MIRA.JK,2022,negative,4
MLIA.JK,2021,positive,4
MLIA.JK,2022,negative,4
MSKY.JK,2021,negative,4
MSKY.JK,2022,negative,4
MTPS.JK,2021,negative,4
MTPS.JK,2022,neutral,4
NATO.JK,2021,neutral,4
NATO.JK,2022,negative,4
OASA.JK,2022,positive,4
PBRX.JK,2021,positive,4
PBRX.JK,2022,negative,4
PGAS.JK,2021,positive,4
RANC.JK,2021,positive,4
RANC.JK,2022,negative,4
RODA.JK,2022,negative,4
SAPX.JK,2021,negative,4
SAPX.JK,2022,negative,4
SATU.JK,2021,positive,4
SATU.JK,2022,negative,4
SGRO.JK,2021,positive,4
SGRO.JK,2022,negative,4
SIMP.JK,2021,neutral,4
SIMP.JK,2022,negative,4
SMCB.JK,2021,negative,4
SMCB.JK,2022,negative,4
SMGR.JK,2021,negative,4
SMGR.JK,2022,negative,4
SPTO.JK,2022,neutral,4
SRIL.JK,2021,neutral,4
SRIL.JK,2022,neutral,4
SSMS.JK,2021,positive,4
SSMS.JK,2022,positive,4
SWAT.JK,2022,negative,4
TOPS.JK,2021,neutral,4
TPMA.JK,2021,negative,4
TPMA.JK,2022,positive,4
UNIC.JK,2021,positive,4
UNIC.JK,2022,negative,4
UNVR.JK,2021,negative,4
UNVR.JK,2022,negative,4
ABBA.JK,2021,positive,5
ABBA.JK,2022,negative,5
ADES.JK,2021,positive,5
ADES.JK,2022,positive,5
ADMG.JK,2021,negative,5
ADMG.JK,2022,negative,5
AKKU.JK,2021,neutral,5
AKKU.JK,2022,neutral,5
AKSI.JK,2021,negative,5
AKSI.JK,2022,negative,5
BATA.JK,2021,negative,5
BAYU.JK,2021,positive,5
BAYU.JK,2022,negative,5
BIMA.JK,2021,positive,5
BIMA.JK,2022,negative,5
BMTR.JK,2021,neutral,5
BMTR.JK,2022,neutral,5
BRPT.JK,2021,negative,5
BRPT.JK,2022,negative,5
BULL.JK,2021,negative,5
BULL.JK,2022,negative,5
CNKO.JK,2021,neutral,5
CNKO.JK,2022,neutral,5
COCO.JK,2021,negative,5
COCO.JK,2022,positive,5
CPIN.JK,2022,negative,5
CSIS.JK,2021,neutral,5
CSIS.JK,2022,negative,5
DADA.JK,2022,neutral,5
DEAL.JK,2021,negative,5
DEAL.JK,2022,neutral,5
EPMT.JK,2022,positive,5
ESIP.JK,2022,negative,5
GDST.JK,2021,negative,5
GDST.JK,2022,positive,5
GEMA.JK,2021,neutral,5
GEMA.JK,2022,negative,5
GLOB.JK,2021,negative,5
GLOB.JK,2022,negative,5
GZCO.JK,2021,positive,5
GZCO.JK,2022,negative,5
HOTL.JK,2021,neutral,5
HOTL.JK,2022,neutral,5
IMAS.JK,2021,negative,5
IMAS.JK,2022,positive,5
INDS.JK,2021,positive,5
INDS.JK,2022,positive,5
IPOL.JK,2021,negative,5
IPOL.JK,2022,neutral,5
ISSP.JK,2021,positive,5
ISSP.JK,2022,negative,5
JRPT.JK,2021,neutral,5
JRPT.JK,2022,positive,5
KARW.JK,2021,negative,5
KARW.JK,2022,negative,5
KOBX.JK,2021,positive,5
KOBX.JK,2022,negative,5
LAPD.JK,2021,neutral,5
LPKR.JK,2021,negative,5
LPKR.JK,2022,negative,5
MDRN.JK,2021,neutral,5
META.JK,2021,negative,5
META.JK,2022,negative,5
MKNT.JK,2021,neutral,5
MKNT.JK,2022,negative,5
MLBI.JK,2021,positive,5
MLBI.JK,2022,negative,5
MLBI.JK,2022,negative,5
MPMX.JK,2021,positive,5
MPMX.JK,2022,negative,5
POWR.JK,2021,positive,5
POWR.JK,2022,positive,5
PUDP.JK,2021,positive,5
PUDP.JK,2022,positive,5
PURA.JK,2022,neutral,5
SAME.JK,2021,negative,5
SAME.JK,2022,negative,5
SHIP.JK,2021,positive,5
SHIP.JK,2022,negative,5
SIPD.JK,2021,positive,5
SIPD.JK,2022,negative,5
SKLT.JK,2021,negative,5
SKLT.JK,2022,positive,5
SMDM.JK,2021,positive,5
SMDM.JK,2022,negative,5
SMMT.JK,2021,positive,5
SMMT.JK,2022,positive,5
SMRA.JK,2021,negative,5
SMRA.JK,2022,positive,5
SOTS.JK,2021,negative,5
SOTS.JK,2022,negative,5
TMAS.JK,2022,positive,5
TRIS.JK,2021,positive,5
TRIS.JK,2022,positive,5
TSPC.JK,2021,neutral,5
TSPC.JK,2022,positive,5
ULTJ.JK,2021,negative,5
ULTJ.JK,2022,positive,5
WSBP.JK,2022,negative,5
ADHI.JK,2021,neutral,6
ADHI.JK,2022,negative,6
AMFG.JK,2021,positive,6
AMFG.JK,2022,negative,6
BUVA.JK,2021,negative,6
BUVA.JK,2022,neutral,6
CARE.JK,2022,negative,6
CLPI.JK,2021,positive,6
CLPI.JK,2022,negative,6
CPRO.JK,2022,negative,6
DIGI.JK,2021,negative,6
DIGI.JK,2022,negative,6
DUTI.JK,2021,positive,6
DUTI.JK,2022,neutral,6
DVLA.JK,2021,positive,6
DVLA.JK,2022,negative,6
ELTY.JK,2021,neutral,6
ELTY.JK,2022,neutral,6
ESTI.JK,2022,negative,6
GMTD.JK,2021,negative,6
GMTD.JK,2022,neutral,6
HERO.JK,2021,positive,6
HERO.JK,2022,negative,6
HEXA.JK,2021,positive,6
HEXA.JK,2022,positive,6
ICON.JK,2021,negative,6
ICON.JK,2022,negative,6
INCI.JK,2021,negative,6
INCI.JK,2022,negative,6
INDF.JK,2021,positive,6
INDF.JK,2022,neutral,6
INDX.JK,2021,positive,6
INDX.JK,2022,negative,6
INPP.JK,2021,negative,6
INPP.JK,2022,positive,6
INTA.JK,2021,negative,6
INTA.JK,2022,negative,6
IPCC.JK,2021,positive,6
ITMA.JK,2021,neutral,6
ITMA.JK,2022,negative,6
JTPE.JK,2021,negative,6
JTPE.JK,2022,positive,6
KBLI.JK,2022,negative,6
KBLM.JK,2021,positive,6
KBLM.JK,2022,negative,6
KKGI.JK,2021,positive,6
KKGI.JK,2022,negative,6
LMPI.JK,2021,neutral,6
LMPI.JK,2022,negative,6
LPCK.JK,2021,neutral,6
LPCK.JK,2022,negative,6
LTLS.JK,2021,positive,6
LTLS.JK,2022,negative,6
MAIN.JK,2021,negative,6
MAIN.JK,2022,negative,6
MCAS.JK,2021,positive,6
MCAS.JK,2022,negative,6
MGRO.JK,2021,positive,6
MGRO.JK,2022,negative,6
MIDI.JK,2021,positive,6
MIDI.JK,2022,positive,6
MITI.JK,2021,positive,6
MITI.JK,2022,positive,6
MOLI.JK,2021,negative,6
MOLI.JK,2022,negative,6
NZIA.JK,2022,positive,6
PBID.JK,2021,negative,6
PBID.JK,2022,negative,6
POLL.JK,2021,negative,6
POLL.JK,2022,negative,6
POLU.JK,2021,positive,6
POLU.JK,2022,negative,6
POSA.JK,2021,neutral,6
POSA.JK,2022,neutral,6
PSKT.JK,2021,neutral,6
PSKT.JK,2022,negative,6
SAMF.JK,2022,positive,6
SGRO.JK,2022,negative,6
SILO.JK,2021,negative,6
SILO.JK,2022,positive,6
SIMP.JK,2021,neutral,6
SINI.JK,2022,positive,6
SLIS.JK,2022,negative,6
SQMI.JK,2021,negative,6
SQMI.JK,2022,negative,6
SULI.JK,2021,neutral,6
SULI.JK,2022,positive,6
SUPR.JK,2021,positive,6
SUPR.JK,2022,negative,6
TNCA.JK,2021,positive,6
UNSP.JK,2021,positive,6
UNSP.JK,2022,negative,6
ABMM.JK,2021,positive,7
ABMM.JK,2022,positive,7
AGII.JK,2021,positive,7
AGII.JK,2022,negative,7
AISA.JK,2021,negative,7
AISA.JK,2022,negative,7
AKPI.JK,2021,positive,7
AKPI.JK,2022,negative,7
ALMI.JK,2021,positive,7
ALTO.JK,2021,negative,7
ALTO.JK,2022,negative,7
AMIN.JK,2021,negative,7
AMIN.JK,2022,negative,7
AMRT.JK,2021,positive,7
AMRT.JK,2022,positive,7
ARTA.JK,2021,positive,7
ARTA.JK,2022,negative,7
AUTO.JK,2021,neutral,7
AUTO.JK,2022,positive,7
AYLS.JK,2022,negative,7
BAPA.JK,2021,positive,7
BAPA.JK,2022,negative,7
BCIP.JK,2021,negative,7
BCIP.JK,2022,positive,7
BIKA.JK,2021,negative,7
BIKA.JK,2022,negative,7
CSAP.JK,2021,positive,7
CSAP.JK,2022,positive,7
CTBN.JK,2021,negative,7
CTBN.JK,2022,negative,7
CTRA.JK,2021,negative,7
CTRA.JK,2022,positive,7
ERAA.JK,2021,negative,7
ERAA.JK,2022,negative,7
GGRM.JK,2021,negative,7
GGRM.JK,2022,negative,7
HRME.JK,2021,negative,7
HRME.JK,2022,negative,7
IATA.JK,2021,positive,7
IATA.JK,2022,negative,7
IBST.JK,2021,positive,7
IBST.JK,2022,negative,7
ICBP.JK,2021,positive,7
ICBP.JK,2022,positive,7
IKBI.JK,2022,neutral,7
INCO.JK,2021,positive,7
INCO.JK,2022,positive,7
INTD.JK,2021,neutral,7
INTD.JK,2022,negative,7
INTP.JK,2021,negative,7
INTP.JK,2022,positive,7
IPTV.JK,2022,negative,7
JSKY.JK,2021,negative,7
KBAG.JK,2022,neutral,7
KIJA.JK,2021,negative,7
KIJA.JK,2022,negative,7
KINO.JK,2021,positive,7
KINO.JK,2022,negative,7
KOIN.JK,2021,negative,7
KOIN.JK,2022,negative,7
LION.JK,2021,negative,7
LION.JK,2022,positive,7
LPLI.JK,2021,negative,7
LPLI.JK,2022,neutral,7
MAPI.JK,2021,positive,7
MAPI.JK,2022,positive,7
MICE.JK,2021,positive,7
MRAT.JK,2022,positive,7
MYTX.JK,2021,negative,7
MYTX.JK,2022,positive,7
PANI.JK,2022,positive,7
PBSA.JK,2021,positive,7
PBSA.JK,2022,neutral,7
PKPK.JK,2021,positive,7
PKPK.JK,2022,positive,7
PSDN.JK,2021,negative,7
PTBA.JK,2021,positive,7
PTBA.JK,2022,negative,7
PTSN.JK,2021,negative,7
PTSN.JK,2022,positive,7
RAJA.JK,2021,positive,7
RAJA.JK,2022,positive,7
SBAT.JK,2022,neutral,7
SDMU.JK,2022,negative,7
SKRN.JK,2021,positive,7
SKRN.JK,2022,positive,7
TALF.JK,2021,positive,7
TALF.JK,2022,negative,7
TKIM.JK,2021,negative,7
TKIM.JK,2022,negative,7
TRIO.JK,2021,neutral,7
TRIO.JK,2022,neutral,7
UCID.JK,2022,negative,7
WOWS.JK,2022,neutral,7
ALKA.JK,2021,positive,8
ALKA.JK,2022,positive,8
AMAN.JK,2022,negative,8
ANDI.JK,2021,neutral,8
ANDI.JK,2022,neutral,8
BIRD.JK,2021,positive,8
BIRD.JK,2022,positive,8
BRNA.JK,2021,negative,8
BRNA.JK,2022,negative,8
CAMP.JK,2021,positive,8
CAMP.JK,2022,positive,8
CLEO.JK,2021,positive,8
CLEO.JK,2022,positive,8
CPRI.JK,2021,neutral,8
DEWA.JK,2021,neutral,8
DEWA.JK,2022,negative,8
DMMX.JK,2022,negative,8
DMND.JK,2022,negative,8
ELSA.JK,2021,positive,8
ELSA.JK,2022,positive,8
ENVY.JK,2022,neutral,8
FILM.JK,2021,positive,8
FILM.JK,2022,positive,8
FITT.JK,2021,positive,8
FITT.JK,2022,positive,8
HADE.JK,2021,neutral,8
HADE.JK,2022,negative,8
HDIT.JK,2022,negative,8
HELI.JK,2021,negative,8
HELI.JK,2022,negative,8
HRUM.JK,2021,positive,8
HRUM.JK,2022,negative,8
IKAI.JK,2021,neutral,8
INPS.JK,2021,negative,8
INPS.JK,2022,negative,8
ITIC.JK,2022,neutral,8
JAWA.JK,2022,negative,8
JAYA.JK,2021,positive,8
JAYA.JK,2022,neutral,8
JECC.JK,2022,negative,8
JPFA.JK,2021,negative,8
JPFA.JK,2022,negative,8
MARK.JK,2021,positive,8
MARK.JK,2022,negative,8
MBAP.JK,2021,positive,8
MBAP.JK,2022,negative,8
MERK.JK,2021,positive,8
MERK.JK,2022,positive,8
MFMI.JK,2021,positive,8
MFMI.JK,2022,neutral,8
MICE.JK,2021,positive,8
MICE.JK,2022,positive,8
MINA.JK,2021,negative,8
MINA.JK,2022,neutral,8
MLPT.JK,2021,negative,8
MLPT.JK,2022,negative,8
MTDL.JK,2021,positive,8
MTDL.JK,2022,negative,8
MTLA.JK,2021,negative,8
MTLA.JK,2022,positive,8
NELY.JK,2021,positive,8
NELY.JK,2022,positive,8
OKAS.JK,2021,negative,8
OKAS.JK,2022,positive,8
OPMS.JK,2022,negative,8
PDES.JK,2021,negative,8
PLIN.JK,2022,neutral,8
PNSE.JK,2021,negative,8
PNSE.JK,2022,negative,8
POLU.JK,2021,positive,8
POLU.JK,2022,negative,8
PSDN.JK,2021,negative,8
PURE.JK,2022,neutral,8
RBMS.JK,2021,neutral,8
RBMS.JK,2022,negative,8
SAFE.JK,2021,positive,8
SAFE.JK,2022,negative,8
SCCO.JK,2021,negative,8
SCCO.JK,2022,negative,8
SDPC.JK,2021,negative,8
SDPC.JK,2022,negative,8
SRSN.JK,2021,negative,8
SRSN.JK,2022,negative,8
TCPI.JK,2021,positive,8
TCPI.JK,2022,negative,8
TFAS.JK,2022,negative,8
TRUK.JK,2021,positive,8
TRUK.JK,2022,negative,8
UNTR.JK,2021,positive,8
UNTR.JK,2022,neutral,8
AKRA.JK,2021,positive,9
AKRA.JK,2022,positive,9
ANJT.JK,2021,positive,9
ANJT.JK,2022,negative,9
ARKA.JK,2022,neutral,9
ARTI.JK,2021,neutral,9
ARTI.JK,2022,neutral,9
ASII.JK,2021,positive,9
ASII.JK,2022,positive,9
ASSA.JK,2021,negative,9
ASSA.JK,2022,negative,9
