Ticker,Year,YoY_Close_Category,Tone_Label_Prob,Negative_Prob,Neutral_Prob,Positive_Prob
TRIN,2024,negative,negative,0.9854140281677246,0.013890079222619534,0.0006958520389162004
TRJA,2024,negative,negative,0.5810738205909729,0.4169335961341858,0.001992573495954275
UANG,2024,negative,negative,0.9968672394752502,0.0001688785123405978,0.002963940380141139
UCID,2024,negative,negative,0.7198827862739563,0.2746984362602234,0.0054187350906431675
ULTJ,2021,negative,negative,0.5963670015335083,0.0031669035088270903,0.40046611428260803
ULTJ,2022,positive,negative,0.9994431138038635,0.0002776635519694537,0.00027915998362004757
ULTJ,2024,negative,negative,0.6925197243690491,0.001558571239002049,0.3059217035770416
UNSP,2024,positive,negative,0.9878822565078735,0.0008529695332981646,0.011264827102422714
UNVR,2023,negative,negative,0.9997453093528748,0.0001594364584889263,9.525525820208713e-05
VIVA,2022,neutral,negative,0.9960899949073792,0.003705402836203575,0.00020457743084989488
WEHA,2024,neutral,negative,0.9989719390869141,2.87973689410137e-05,0.0009992195991799235
WINS,2024,negative,negative,0.9820203185081482,0.0016490378184244037,0.016330691054463387
WIRG,2024,negative,neutral,0.41112640500068665,0.45322346687316895,0.13565005362033844
WOOD,2022,negative,negative,0.999442994594574,0.00019717948453035206,0.0003598167677409947
WOWS,2022,neutral,negative,0.9989118576049805,0.0009804972214624286,0.00010764603939605877
WOWS,2023,negative,negative,0.9945884943008423,0.00512462854385376,0.00028695151559077203
WOWS,2024,positive,negative,0.9558491706848145,0.034725554287433624,0.0094253309071064
WSBP,2022,negative,positive,0.24780409038066864,0.04138743504881859,0.710808515548706
YELO,2023,negative,negative,0.9997765421867371,0.00010051386925624683,0.00012298398360144347
YELO,2024,positive,negative,0.9981258511543274,0.0016017814632505178,0.0002723094657994807
ZINC,2024,neutral,neutral,0.10894439369440079,0.887298583984375,0.0037569974083453417
